Textbox1,Brand_Name,subject_name1,sa,NM_ID,Barcode,ts_name,Quantity_ForSale_Other,Quantity_ForSale_Novosib,Quantity_ForSale_Khabarovsk,Quantity_ForSale_Krasnodar,Quantity_ForSale_Ekaterinburg,Quantity_ForSale_SPb,price_ru,discount,price_ru_discount
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,D-8933-A/BLUE,9848303,2000174852267,0,1,,,,,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,D-8933-A/BRONZE,9845556,2000174852298,0,1,,,,,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,D-8933-B/BLUE,9846709,2000174852311,0,1,,,,,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,D-8933-B/COFFEE,9847203,2000174852359,0,,,,,1,,8 000,35,5 200
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,D-8933-B/KHAKI,9847018,2000174852328,0,1,,,,,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,D-8933-D/3,9842997,2000173810473,0,1,,,,,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,D-8934-A/KHAKI,9829116,2000173810497,0,1,,,,,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,D-8934-B/COFFEE,9841882,2000173810534,0,1,,,,,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,D-8934-B/GREEN,9841669,2000173810558,0,1,,,,,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,D-8934-B/KHAKI,9840434,2000173810565,0,1,,,,,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,D-8934-D/1,9841246,2000173810619,0,1,,,,,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,D-8934-D/2,9840778,2000173810596,0,1,,,,,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,D-8934-D/3,9840616,2000173810602,0,1,,,,,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,D-8937-A/BLACK,9839386,2000173810688,0,1,,,,,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,D-8937-A/BRONZE,9840916,2000173810626,0,1,,,,,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,D-8937-A/BROWN,9840917,2000173810633,0,1,,,,,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,D-8937-A/GRAY,9840918,2000173810640,0,1,,,,,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,D-8937-A/KHAKI,9840919,2000173810671,0,1,,,,,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,D-8937-B/GREEN,9842613,2000173810701,0,1,,,,,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,D-8937-B/WINE-RED,9842720,2000173810695,0,1,,,,,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,D-8938-A/BLACK,9842426,2000173810749,0,,1,,,,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,D-8938-A/BLUE,9842475,2000173810770,0,1,,,,,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,D-8938-A/BRONZE,9842095,2000173810756,0,1,,,,,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,D-8938-A/GRAY,9842433,2000173810794,0,1,,,,,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,D-8938-A/KHAKI,9842574,2000173810787,0,1,,,,,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,D-8938-A/PURPLE,9842503,2000173810763,0,1,,,,,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,D-8938-D/3-BLACK,9850754,2000174852151,0,1,,,,,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,D-8939-A/BLACK,9841428,2000173810800,0,,,1,,,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,D-8939-A/BLUE,9841670,2000173810817,0,1,,,,,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,D-8939-A/BRONZE,9841358,2000173810862,0,1,,,,,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,D-8939-A/GRAY,9841592,2000173810824,0,1,,,,,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,D-8939-A/KHAKI,9841492,2000173810848,0,1,,,,,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,D-8939-A/PURPLE,9841873,2000173810831,0,1,,,,,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,D-8939-B/GREEN,9848905,2000174852250,0,1,,,,,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,DE-20580/KHAKI,9725106,2000169831086,0,1,,,,,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,DE-20580/PEARL-GREY,9725131,2000169831109,0,1,,,,,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,DE-20580/PEARL-RED,9725132,2000169831123,0,1,,,,,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,DE-8812-A/116-GRAY,9732074,2000169831192,0,1,,,,,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,DE-8812-A/PEARL-BLUE,9725145,2000169831147,0,1,,,,,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,DE-8812-A/PEARL-RED,9725151,2000169831161,0,1,,,,,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,DE-8812-A/TARO-COLOR,9725152,2000169831178,0,1,,,,,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,DE-B-8001-A/134-GRAY,9725012,2000169831031,0,1,,,,,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,DE-B-8001-A/COFFEE,9725054,2000169831017,0,1,,,,,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,DE-B-8001-A/KHAKI,9725056,2000169831000,0,1,,,,,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Рюкзаки,DE-009/KHAKI,9465889,2000158695002,0,1,,,,,,6 300,45,3 465
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Рюкзаки,DE-046/BLACK,9563014,2000162927137,0,1,,,,,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Рюкзаки,DE08/COFFEE-SUEDE,10212341,2000201569014,0,,,,,,1,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Рюкзаки,DE08/GRAY-1761,10212415,2000201569137,0,1,,,,,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Рюкзаки,DE08/GRAY-SUEDE,10212433,2000201569052,0,,,1,,,,6 975,35,4 533
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Рюкзаки,DE08/WINE-SUEDE,10212578,2000201569038,0,1,,,,,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Рюкзаки,DE112-12A/BEIGE,8553691,2000116748504,0,1,,,,,,6 750,45,3 712
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Рюкзаки,DE112-12A/BLACK,8538311,2000116748498,0,,,,1,,,6 750,45,3 712
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Рюкзаки,DE112-12A/CREAM,8537797,2000116748375,0,1,,,,,,6 750,45,3 712
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Рюкзаки,DE112-12A/FLASH-GRAY,8537795,2000116748450,0,,1,,,,,6 750,45,3 712
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Рюкзаки,DE112-12A/PINK,8538392,2000116748443,0,,1,,,,,6 750,45,3 712
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Рюкзаки,DE-112-51/PEARLY-PURPLE,8626882,2000119192342,0,1,,,,,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Рюкзаки,DE-112-92/JELLY-GREEN,8537006,2000116749440,0,,1,,,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Рюкзаки,DE-112-92/PEARLY-PINK,8541642,2000116749419,0,,,1,,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Рюкзаки,DE-112-92/SILVER-WHITE,8537637,2000116749488,0,,,1,,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Рюкзаки,DE-112-92/WINE-RED,8541256,2000116749396,0,1,,,,,,5 850,35,3 802
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Рюкзаки,DE-1253/COFFEE,9470233,2000158695668,0,1,,,,,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Рюкзаки,DE-1253/TARO-PURPLE,9470235,2000158695682,0,1,,,,,,6 975,35,4 533
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Рюкзаки,DE-1258/BROWN,8898443,2000133786091,0,1,,,,,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Рюкзаки,DE1258/CIARET,8062364,2000095926399,0,,1,,,,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Рюкзаки,DE-1258/DOUBLE-PURPLE,8898382,2000133786084,0,1,,,,,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Рюкзаки,DE-1617-1/BLACK-GOLD,9381025,2000154590479,0,1,,,,,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Рюкзаки,DE-1617-1/D-COFFEE,9381207,2000154590448,0,1,,,,,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Рюкзаки,DE-1617-1/D-PURPLE,9380387,2000154590424,0,1,,,,,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Рюкзаки,DE-1617-1/GREY,9381106,2000154590455,0,1,,,,,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Рюкзаки,DE-1617-1/PURPLE-GOLD,9380338,2000154590417,0,1,,,,,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Рюкзаки,DE-1803/RED-BROWN,9860670,2000176354578,0,1,,,,,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Рюкзаки,DE-2091/DOUBLE-PURPLE,8892682,2000133786589,0,,,,,1,,6 750,45,3 712
